SerialNo,ReceivedDateTime,SpindleSpeed_max,ServoCurrent_X_max,ServoCurrent_Z1_max,ServoCurrent_Z2_max,ServoCurrent_Z3_max,ServoLoad_X_max,ServoLoad_Z1_max,ServoLoad_Z2_max,ServoLoad_Z3_max,SpindleSpeed_mean,ServoCurrent_X_mean,ServoCurrent_Z1_mean,ServoCurrent_Z2_mean,ServoCurrent_Z3_mean,ServoLoad_X_mean,ServoLoad_Z1_mean,ServoLoad_Z2_mean,ServoLoad_Z3_mean,SpindleSpeed_min,ServoCurrent_X_min,ServoCurrent_Z1_min,ServoCurrent_Z2_min,ServoCurrent_Z3_min,ServoLoad_X_min,ServoLoad_Z1_min,ServoLoad_Z2_min,ServoLoad_Z3_min,SpindleSpeed_std,ServoCurrent_X_std,ServoCurrent_Z1_std,ServoCurrent_Z2_std,ServoCurrent_Z3_std,ServoLoad_X_std,ServoLoad_Z1_std,ServoLoad_Z2_std,ServoLoad_Z3_std,SpindleLoad_max,SpindleLoad_mean,SpindleLoad_min,SpindleLoad_std,passorfail
20220823-0000247,25:39.9,2229.07,1019.09,2403.8,30.3,4687.41,154.53,172.71,30.3,4163.22,1208.924387,158.9935484,211.5852258,30.3,185.5011613,17.03967742,14.05529032,30.3,77.4116129,0,0,8.08,30.3,40.4,0,0,30.3,40.4,874.7260947,160.614925,342.7714538,0,795.058206,17.11361941,21.9584519,0,335.4485721,31598.355,3527.201763,0,5056.737146,0
20220823-0000248,27:01.9,2225.03,914.05,2400.77,30.3,4399.56,110.09,105.04,30.3,4163.22,1248.272467,146.1268,218.4091333,30.3,72.45066667,17.43933333,12.39606667,30.3,75.8106,0,0,9.09,30.3,40.4,0,0,30.3,40.4,857.4826151,141.9168272,312.0955988,0,356.2721883,18.11136593,14.77657395,0,339.4488623,31286.56497,3542.682512,0,4996.848269,0
20220823-0000250,29:30.9,2226.04,863.55,2497.73,30.3,4185.44,115.14,219.17,30.3,4155.14,1188.329744,138.7519872,204.7192308,30.3,69.82596154,17.24769231,14.71621795,30.3,76.72762821,0,2.02,4.04,30.3,40.4,0,0,30.3,40.4,878.1706635,128.6163141,332.7556715,0,332.4427941,17.23102929,29.64395387,0,333.3049702,31845.22122,3534.419377,0,4982.49606,0
20220823-0000251,30:52.9,2226.04,863.55,1278.66,30.3,4295.53,115.14,158.57,30.3,4172.31,1272.067329,136.4330137,170.6139041,30.3,132.3307534,18.18,14.9839726,30.3,79.12589041,0,1.01,2.02,30.3,40.4,0,0,30.3,40.4,843.9226904,125.4409977,152.7690517,0,594.6744684,20.31708969,22.42254524,0,345.5648197,31690.70738,3170.649691,0,4901.006664,0
20220823-0000252,32:05.9,2228.06,1430.16,1542.27,30.3,4318.76,103.02,80.8,30.3,4172.31,1226.000461,155.1080921,207.7609868,30.3,178.2716447,16.19986842,10.64486842,30.3,104.8539474,0,0,15.15,30.3,40.4,0,0,30.3,40.4,868.5226121,170.6801136,252.8057428,0,747.5355524,15.41108335,8.137373097,0,473.3132435,31499.46994,3556.660543,0,5083.169612,0
20220823-0000254,34:36.9,2227.05,1524.09,1143.32,30.3,4580.35,111.1,206.04,30.3,447.43,720.9207752,157.0432558,95.29232558,30.3,80.81174419,17.11127907,8.604573643,30.3,47.9201938,0,1.01,0,30.3,40.4,0,0,30.3,40.4,895.2075118,144.4998851,120.5561729,0,384.3044226,12.11022511,20.39847942,0,53.27099571,31774.15762,3487.812889,0,5004.464253,0
20220823-0000255,37:15.9,2225.03,1112.01,2261.39,30.3,4183.42,111.1,83.83,30.3,41.41,672.1881752,156.5647445,126.8545255,30.3,70.69262774,17.8629927,6.524452555,30.3,40.40737226,0,2.02,0,30.3,40.4,0,0,30.3,40.4,881.6142717,116.4422978,280.4710303,0,352.6811595,12.84004218,11.55701459,0,0.08597886,31398.76991,3484.926415,0,5034.93494,0
20220823-0000255,37:15.9,2213.90485,1167.6105,2261.39,30.3,4183.42,111.1,83.83,30.3,41.41,705.7975839,140.9082701,126.8545255,30.3,70.69262774,17.8629927,6.524452555,30.3,40.40737226,0,2.02,0,30.3,40.4,0,0,30.3,40.4,872.798129,104.798068,280.4710303,0,352.6811595,14.1240464,11.55701459,0,0.094576746,31712.75761,3136.433773,0,5538.428434,1
20220823-0000258,00:12.7,2226.04,1385.72,2375.52,30.3,4682.36,185.84,212.1,30.3,4182.41,1144.555839,150.0696894,186.2540373,30.3,128.6652174,18.61285714,12.46503106,30.3,78.34714286,0,1.01,0,30.3,40.4,0,0,30.3,40.4,884.0005344,154.8364207,297.2650512,0,585.579389,23.90611766,25.3633698,0,331.575616,31287.18006,3407.645589,0,4941.346425,0
20220823-0000259,01:16.8,2227.05,1522.07,1537.22,30.3,4437.94,133.32,205.03,30.3,4172.31,1173.519627,154.4735404,211.8929814,30.3,72.83919255,17.54012422,16.3921118,30.3,78.25931677,0,1.01,3.03,30.3,40.4,0,0,30.3,40.4,883.4848857,167.498364,275.5453576,0,348.1171066,18.87383617,31.26860791,0,330.7839073,31776.20994,3186.976788,0,4893.618051,0
20220823-0000260,02:47.2,2224.02,1522.07,3129.99,30.3,4207.66,170.69,216.14,30.3,4172.31,1172.247925,149.7912579,204.147044,30.3,98.02716981,19.27257862,14.74981132,30.3,73.60295597,0,0,5.05,30.3,40.4,0,0,30.3,40.4,876.8550268,161.9733451,325.1057945,0,464.9556447,23.95399057,25.7169894,0,330.2169734,31634.43119,3464.048407,0,4863.259999,0
20220823-0000261,03:56.4,2223.01,1525.2818,3129.99,30.3,4528.84,126.25,216.14,30.3,4172.31,1130.099539,141.0037789,211.9243478,30.3,153.1812422,16.89397516,14.47875776,30.3,76.05111801,0,0,5.05,30.3,40.4,0,0,30.3,40.4,890.7793148,144.7606844,383.739622,0,659.8039695,17.46456223,28.24193743,0,346.3836643,33655.71303,3402.547601,0,5343.09605,1
20220823-0000261,03:56.4,2223.01,1556.41,3129.99,30.3,4528.84,126.25,216.14,30.3,4172.31,1153.162795,145.3647205,211.9243478,30.3,153.1812422,16.89397516,14.47875776,30.3,76.05111801,0,0,5.05,30.3,40.4,0,0,30.3,40.4,881.9597176,149.2378189,383.739622,0,659.8039695,16.63291641,28.24193743,0,329.8892041,32053.06003,3507.781032,0,5088.662905,0
20220823-0000262,05:23.3,2228.06,1415.01,2911.83,30.3,4290.48,178.77,172.71,30.3,457.53,1146.858137,153.5325466,216.4662112,30.3,100.3726708,17.70322981,15.08726708,30.3,47.83385093,0,1.01,9.09,30.3,40.4,0,0,30.3,40.4,877.7765177,152.0751026,375.8464273,0,467.1982994,21.49559287,25.87839227,0,53.5839581,31931.76509,3264.982125,0,4888.557349,0
20220823-0000263,06:37.3,2226.04,1196.85,1230.18,30.3,4436.93,178.77,138.37,30.3,4168.27,1166.530943,153.6724528,172.6210692,30.3,172.9196226,18.23081761,12.92672956,30.3,76.32805031,0,0,11.11,30.3,40.4,0,0,30.3,40.4,889.0075255,155.4213936,183.0822125,0,735.5852967,22.05605654,18.2581081,0,331.4084529,31931.63884,1668.188805,0,3975.885639,0
20220823-0000264,08:24.5,2216.9197,1270.479,2143.22,30.3,4186.45,143.42,97.97,30.3,4168.27,1207.9095,139.896773,179.0178528,30.3,91.28417178,18.68190184,12.15717791,30.3,70.7,0,0,10.1,30.3,40.4,0,0,30.3,40.4,882.2444917,134.107844,231.6422886,0,456.3308892,23.63737368,15.07068722,0,357.5321852,32251.38571,2387.946906,0,5078.414822,1
20220823-0000264,08:24.5,2228.06,1209.98,2143.22,30.3,4186.45,143.42,97.97,30.3,4168.27,1150.39,155.4408589,179.0178528,30.3,91.28417178,18.68190184,12.15717791,30.3,70.7,0,0,10.1,30.3,40.4,0,0,30.3,40.4,891.1560522,149.0087155,231.6422886,0,456.3308892,21.48852153,15.07068722,0,325.0292593,31932.06506,2653.274341,0,4616.740747,0
20220823-0000266,10:45.3,2214.9098,1615.1415,2247.25,30.3,4306.64,84.84,216.14,30.3,4175.34,1219.313148,135.7720556,190.6780247,30.3,92.38382716,16.29716049,13.20481481,30.3,75.44450617,0,1.01,15.15,30.3,40.4,0,1.01,30.3,40.4,870.3765865,152.6395463,267.963545,0,464.3874887,14.712474,23.54308185,0,361.4032356,32366.83247,198.0714866,0,1670.680198,1
20220823-0000266,10:45.3,2226.04,1538.23,2247.25,30.3,4306.64,84.84,216.14,30.3,4175.34,1161.250617,150.8578395,190.6780247,30.3,92.38382716,16.29716049,13.20481481,30.3,75.44450617,0,1.01,15.15,30.3,40.4,0,1.01,30.3,40.4,879.1682692,169.5994959,267.963545,0,464.3874887,13.37497636,23.54308185,0,328.548396,32046.36878,220.0794296,0,1518.80018,0
20220823-0000267,11:59.3,2226.04,1311.99,1989.7,30.3,4682.36,177.76,150.49,30.3,4163.22,1154.624472,151.9265839,201.3726708,30.3,100.2346584,17.45229814,13.2052795,30.3,68.41652174,0,2.02,8.08,30.3,40.4,0,0,30.3,40.4,885.9344477,162.4764524,301.6293129,0,489.0087235,20.34905363,18.74991124,0,325.1013621,31944.31131,3581.044492,0,5080.862172,0
20220823-0000268,13:26.3,2232.1,1185.74,2428.04,30.3,4682.36,155.54,204.02,30.3,4171.3,1165.855625,161.0003125,185.069875,30.3,152.0555,18.5019375,13.30675,30.3,73.3449375,0,0,7.07,30.3,40.4,0,0,30.3,40.4,888.3246062,169.9397785,241.4296909,0,697.6513671,18.96488426,21.45927501,0,329.04288,31845.09497,3158.03485,0,5133.556074,0
20220823-0000269,14:39.3,2225.03,1007.98,2568.43,30.3,4200.59,90.9,87.87,30.3,4171.3,1148.815404,140.239441,221.0268944,30.3,74.01857143,16.94416149,10.70223602,30.3,78.44751553,0,1.01,22.22,30.3,40.4,0,1.01,30.3,40.4,883.1044607,133.3688955,370.7388596,0,331.072504,15.00078287,11.29703738,0,330.9138446,32000.25622,3619.826876,0,5070.234925,0
20220823-0000269,14:39.3,2225.03,987.8204,2568.43,30.3,4200.59,90.9,87.87,30.3,4171.3,1125.839096,136.0322578,221.0268944,30.3,74.01857143,16.94416149,10.70223602,30.3,78.44751553,0,1.01,22.22,30.3,40.4,0,1.01,30.3,40.4,891.9355053,129.3678286,370.7388596,0,331.072504,15.75082202,11.29703738,0,347.4595368,33600.26903,3511.232069,0,5323.746672,1
20220823-0000270,16:06.8,2225.03,1512.98,2233.11,30.3,4343,122.21,157.56,30.3,433.29,1157.958688,152.5668125,190.296625,30.3,124.6024375,17.8454375,13.5781875,30.3,47.608875,0,1.01,19.19,30.3,40.4,0,1.01,30.3,40.4,882.8551865,154.386418,275.0352482,0,571.7373535,18.85778644,20.57840383,0,52.15880157,31857.05741,3001.70919,0,4782.088598,0
20220823-0000271,17:19.8,2226.04,1555.4,1972.53,30.3,4189.48,132.31,203.01,30.3,4165.24,1150.716211,140.2206211,192.2826708,30.3,68.91838509,17.87888199,12.9731677,30.3,75.6684472,0,1.01,1.01,30.3,40.4,0,0,30.3,40.4,886.0866026,156.627091,269.6985509,0,327.6130759,19.4350245,23.8038229,0,328.9224467,31932.64884,3542.712464,0,5055.51505,0
20220823-0000272,18:47.8,2227.05,1352.39,2932.03,30.3,4172.31,86.86,203.01,30.3,497.93,1169.441988,148.0308696,227.3754658,30.3,71.5531677,16.22273292,15.5389441,30.3,50.24279503,0,0,9.09,30.3,40.4,0,0,30.3,40.4,883.8981851,154.3171538,399.2682765,0,327.7950818,13.35734217,29.79392357,0,61.91953237,31599.47509,2958.093072,0,4770.862678,0
20220823-0000273,20:01.3,2232.1,1064.54,3048.18,30.3,4656.1,80.8,173.72,30.3,4173.32,1159.012875,153.2233125,235.9044375,30.3,102.9379375,16.3304375,14.1336875,30.3,78.5275,0,0,6.06,30.3,40.4,0,0,30.3,40.4,881.9218245,149.0625264,461.8813853,0,489.0959341,13.12143273,23.51537246,0,331.9105861,31335.06012,3605.655141,0,5112.649202,0
20220823-0000274,21:28.3,2227.05,842.34,1201.9,30.3,4387.44,70.7,157.56,30.3,4173.32,1268.723784,153.9158108,164.0704054,30.3,161.0131081,16.02351351,12.93891892,30.3,106.7460811,0,1.01,8.08,30.3,40.4,0,0,30.3,40.4,854.4706226,163.0376808,154.0087568,0,689.542474,13.27130798,19.67091163,0,480.1415058,31492.36762,2990.814018,0,4792.05713,0
20220823-0000275,22:41.3,2228.06,1512.98,1458.44,30.3,4185.44,142.41,158.57,30.3,459.55,1073.034509,149.1180347,173.5740462,30.3,93.06011561,18.82803468,11.0165896,30.3,51.74352601,0,1.01,16.16,30.3,40.4,0,1.01,30.3,40.4,901.2996653,151.5937747,230.1710365,0,444.0568553,21.03814079,16.21573186,0,65.80641614,31289.21622,3501.137641,0,4918.743773,0
20220823-0000275,22:41.3,2216.9197,1588.629,1458.44,30.3,4185.44,142.41,158.57,30.3,459.55,1126.686234,134.2062312,173.5740462,30.3,93.06011561,18.82803468,11.0165896,30.3,51.74352601,0,1.01,16.16,30.3,40.4,0,1.01,30.3,40.4,892.2866687,136.4343972,230.1710365,0,444.0568553,23.14195487,16.21573186,0,72.38705775,31602.10838,3151.023877,0,5410.618151,1
20220823-0000276,24:07.8,2224.02,692.86,1272.6,30.3,4670.24,127.26,209.07,30.3,489.85,1273.946667,149.4261333,184.9646667,30.3,168.6969333,18.16653333,17.88373333,30.3,56.6812,0,2.02,15.15,30.3,40.4,0,0,30.3,40.4,849.8802412,121.5850101,198.9209281,0,709.2920271,18.94101741,32.21358682,0,80.00961622,31611.15372,3024.570969,0,4896.497256,0
20220823-0000277,24:08.8,2225.03,1279.67,2228.06,30.3,45.45,67.67,165.64,30.3,416.12,1243.576528,161.1511111,228.5125,30.3,40.52625,16.97361111,16.01972222,30.3,45.63236111,0,0,14.14,30.3,40.4,0,0,30.3,40.4,842.3311459,197.8201086,370.2420284,0,0.751702913,13.29599973,25.0389585,0,43.97307908,31598.89131,3496.469473,0,4898.423589,0
20220823-0000278,25:25.8,2228.06,614.08,1445.31,30.3,4271.29,142.41,83.83,30.3,489.85,1064.667701,137.777931,151.4187356,30.3,184.2495402,20.76885057,9.229310345,30.3,59.52034483,0,1.01,19.19,30.3,40.4,0,0,30.3,40.4,901.397457,98.44061556,171.2752261,0,761.144023,23.6865313,10.3395303,0,87.33894507,31287.79616,3019.243305,0,4840.291772,0
20220823-0000279,25:25.8,2228.06,1508.94,2146.25,30.3,4271.29,165.64,202,30.3,433.29,1159.60625,151.0013125,186.1619375,30.3,121.2,19.5624375,13.369875,30.3,45.2543125,0,0,16.16,30.3,40.4,0,1.01,30.3,40.4,889.327858,159.2412007,252.8956099,0,565.9277985,23.56578598,21.84778749,0,43.09484867,31538.19738,3533.22204,0,5107.827451,0
20220823-0000280,26:48.3,2225.03,1573.58,286.84,30.3,4305.63,68.68,138.37,30.3,4160.19,1042.444831,167.3082022,131.3794382,30.3,139.777191,17.19269663,11.40505618,30.3,104.5293258,0,2.02,23.23,30.3,40.4,0,1.01,30.3,40.4,908.4880331,206.7941334,90.65188942,0,623.935393,12.95194395,17.59883613,0,440.1309203,31398.53256,2981.608401,0,4745.720731,0
20220823-0000281,26:49.3,2227.05,698.92,2629.03,30.3,4333.91,165.64,202,30.3,434.3,1277.684828,142.0408276,219.6436552,30.3,107.1366207,18.10337931,15.41468966,30.3,50.86917241,0,1.01,5.05,30.3,40.4,0,1.01,30.3,40.4,836.3328604,121.8165316,349.6778773,0,494.0321009,22.00983011,23.30050699,0,62.17563782,31934.00628,3570.132047,0,5082.392158,0
20220823-0000282,28:02.3,2227.05,1317.04,2562.37,30.3,4305.63,68.68,176.75,30.3,4160.19,1065.880862,153.5838506,185.5787931,30.3,96.30408046,16.35735632,11.31316092,30.3,96.86712644,0,0,4.04,30.3,40.4,0,1.01,30.3,40.4,904.7279592,149.9252628,310.24337,0,450.9181653,12.36069632,17.62716523,0,442.144051,31501.94747,2969.724777,0,4736.409939,0
20220823-0000283,29:33.6,2223.01,1408.95,2914.86,30.3,4182.41,131.3,92.92,30.3,489.85,1247.390671,179.766443,241.4510067,30.3,104.2943624,17.76651007,12.8995302,30.3,51.36765101,0,1.01,5.05,30.3,40.4,0,1.01,30.3,40.4,857.9251331,227.0327995,429.2231564,0,479.0702829,18.250743,14.60235389,0,66.11000261,31976.64747,3565.418698,0,5143.883353,0
20220823-0000285,32:09.8,2227.05,1573.58,2914.86,30.3,4658.12,140.39,92.92,30.3,482.78,1273.774898,142.1626531,218.4829252,30.3,134.2063265,16.53789116,13.16435374,30.3,51.3244898,0,0,7.07,30.3,40.4,0,0,30.3,40.4,850.5708329,169.6323769,354.1724521,0,611.4846898,17.43567087,15.31502357,0,65.45104459,31972.13378,3032.266041,0,4832.27314,0
20220823-0000287,34:50.8,2227.05,1517.3634,1455.41,30.3,480.76,97.97,84.84,30.3,418.14,1216.165904,155.3696836,198.8178082,30.3,46.51534247,18.60890411,12.0369863,30.3,45.57452055,0,1.01,19.19,30.3,40.4,0,1.01,30.3,40.4,863.779323,193.8664267,237.3040895,0,51.1836885,18.2699611,12.56251655,0,46.10695221,33178.42228,3400.095057,0,5207.023317,1
20220823-0000287,34:50.8,2227.05,1548.33,1455.41,30.3,480.76,97.97,84.84,30.3,418.14,1240.985616,160.1749315,198.8178082,30.3,46.51534247,18.60890411,12.0369863,30.3,45.57452055,0,1.01,19.19,30.3,40.4,0,1.01,30.3,40.4,855.2270525,199.8622956,237.3040895,0,51.1836885,17.39996296,12.56251655,0,43.91138306,31598.49741,3505.252636,0,4959.069826,0
20220823-0000289,36:04.8,2230.08,1190.79,2962.33,30.3,4687.41,98.98,204.02,30.3,465.61,1082.220805,158.958908,206.1154598,30.3,74.29304598,16.33413793,14.66241379,30.3,47.24362069,0,0,11.11,30.3,40.4,0,0,30.3,40.4,909.7784044,157.271178,374.6261557,0,354.9126059,13.57022215,26.45277893,0,51.74576615,32016.30512,2982.763887,0,4763.133474,0
20220823-0000291,38:45.3,2214.9098,1654.38,1908.9,30.3,4196.55,153.52,172.71,30.3,480.76,1121.74236,136.0175657,179.2721143,30.3,90.2536,17.47588571,11.9988,30.3,47.42382857,0,0,3.03,30.3,40.4,0,0,30.3,40.4,897.1435468,160.0520358,262.5541458,0,442.3111855,20.63806432,19.15691358,0,58.54086939,31599.74889,3178.262623,0,5547.624182,1
20220823-0000291,38:45.3,2226.04,1575.6,1908.9,30.3,4196.55,153.52,172.71,30.3,480.76,1068.326057,151.1306286,179.2721143,30.3,90.2536,17.47588571,11.9988,30.3,47.42382857,0,0,3.03,30.3,40.4,0,0,30.3,40.4,906.2056029,177.8355953,262.5541458,0,442.3111855,18.76187665,19.15691358,0,53.21897218,31286.88009,3531.402915,0,5043.294711,0
20220823-0000293,41:26.3,2229.07,1137.26,1417.03,30.3,4267.25,165.64,172.71,30.3,4166.25,754.6817742,152.3308065,107.2066129,30.3,109.6786694,18.39177419,7.945604839,30.3,65.72330645,0,1.01,3.03,30.3,40.4,0,0,30.3,40.4,905.8161653,112.47242,149.660316,0,527.198684,17.72186067,16.38925946,0,267.879774,31501.78991,3509.054309,0,5079.357267,0
20220823-0000295,44:51.3,2230.08,685.79,2556.31,30.3,4240.99,185.84,217.15,30.3,419.15,798.2077682,146.5540343,148.4526609,30.3,64.10248927,18.16699571,9.553819742,30.3,43.63373391,0,1.01,1.01,30.3,40.4,0,0,30.3,40.4,910.350772,101.3794431,297.8159611,0,278.6262398,18.76021627,20.30756826,0,34.75473616,31974.54869,3608.911309,0,5073.994171,0
20220823-0000296,47:45.1,2225.03,1214.02,2489.65,30.3,4379.36,137.36,136.35,30.3,4173.32,953.9346939,148.3617857,161.6051531,30.3,126.5591837,16.97418367,8.461326531,30.3,88.49352041,0,1.01,3.03,30.3,40.4,0,0,30.3,40.4,917.7394041,127.1773386,290.1379497,0,597.0633112,13.60207488,12.44454591,0,417.1963432,31598.1025,2940.847685,0,4687.540431,0
20220823-0000298,50:20.8,2232.1,1064.54,2973.44,30.3,4286.44,79.79,128.27,30.3,434.3,974.7244211,147.5982105,198.8530526,30.3,137.7002105,16.75536842,13.09810526,30.3,56.75136842,0,2.02,18.18,30.3,40.4,0,1.01,30.3,40.4,921.0968694,132.4453732,435.5958825,0,604.2970423,13.60966811,21.98764432,0,78.01382093,32007.48378,3545.216934,0,5096.113382,0
20220823-0000299,50:21.8,2224.02,1122.11,2489.65,30.3,4591.46,106.05,179.78,30.3,4167.26,1076.567126,158.2855747,183.3672414,30.3,115.0064943,17.35574713,10.66304598,30.3,94.53948276,0,1.01,3.03,30.3,40.4,0,0,30.3,40.4,909.8896645,163.4100159,307.6412691,0,563.4542124,15.81361703,17.02601496,0,442.0011206,31856.31506,2974.251226,0,4813.110112,0
20220823-0000300,52:01.8,2228.06,796.89,2546.21,30.3,4700.54,124.23,204.02,30.3,4169.28,1274.565034,127.0401361,223.4642177,30.3,139.4693197,16.32489796,15.37673469,30.3,81.85809524,0,0,11.11,30.3,40.4,0,0,30.3,40.4,848.5222637,109.8882943,331.2703791,0,629.5677752,15.42108362,24.35701426,0,345.7448641,31167.98491,3562.262976,0,4972.230075,0
20220823-0000302,54:49.4,2227.05,905.97,2419.96,30.3,4399.56,117.16,216.14,30.3,4168.27,901.6491707,153.8106829,142.9371707,30.3,86.16039024,17.90409756,10.31185366,30.3,69.73926829,0,1.01,1.01,30.3,40.4,0,0,30.3,40.4,913.4767445,134.1229397,253.4669683,0,420.1692275,15.56832638,21.91710008,0,292.799633,31828.54006,2928.033941,0,4683.264741,0
20220823-0000303,56:02.3,2223.01,1541.1186,2216.95,30.3,4265.23,184.83,206.04,30.3,4173.32,1244.32,153.6596136,203.1130612,30.3,156.604966,17.73340136,14.41482993,30.3,101.872585,0,2.02,11.11,30.3,40.4,0,0,30.3,40.4,855.30294,196.2659485,276.9264416,0,678.1783739,21.53360026,22.91618249,0,504.0568242,33364.62275,3430.270745,0,5301.050465,1
20220823-0000303,56:02.3,2223.01,1572.57,2216.95,30.3,4265.23,184.83,206.04,30.3,4173.32,1269.714286,158.4119728,203.1130612,30.3,156.604966,17.73340136,14.41482993,30.3,101.872585,0,2.02,11.11,30.3,40.4,0,0,30.3,40.4,846.834594,202.3360294,276.9264416,0,678.1783739,20.50819072,22.91618249,0,480.0541183,31775.83119,3536.361593,0,5048.61949,0
20220823-0000304,57:16.3,2223.01,1218.06,2962.33,30.3,4474.3,107.06,205.03,30.3,435.31,1235.668553,157.5998684,236.6323684,30.3,156.6563158,17.675,15.15,30.3,50.60631579,0,1.01,16.16,30.3,40.4,0,1.01,30.3,40.4,864.5586741,181.4037434,384.4373654,0,706.8866275,17.60783791,26.16773879,0,62.01649354,32064.69119,2944.088899,0,4788.768561,0
20220823-0000306,00:42.3,2228.06,1572.57,2969.4,30.3,4330.88,184.83,173.72,30.3,4173.32,1266.759864,147.6798639,239.2188435,30.3,104.0093878,17.12190476,15.65156463,30.3,76.40272109,0,2.02,8.08,30.3,40.4,0,0,30.3,40.4,847.2117282,188.4155833,393.4896507,0,494.9394034,19.18672855,25.50372734,0,343.4475445,31932.69631,1601.377079,0,3765.298423,0
20220823-0000307,01:56.3,2227.05,1550.35,2442.18,30.3,4303.61,146.45,175.74,30.3,461.57,1263.23517,159.0578231,235.4742857,30.3,156.9347619,17.61659864,17.08755102,30.3,53.78421769,0,0,23.23,30.3,40.4,0,1.01,30.3,40.4,844.7518131,193.1146204,331.0238916,0,679.5452769,20.06944121,27.62670364,0,71.38987937,31906.73628,2686.562277,0,4619.07604,0
20220823-0000308,03:09.3,2226.04,1218.06,2943.14,30.3,4575.3,76.76,204.02,30.3,454.5,1256.90034,146.9996599,241.8091156,30.3,106.2767347,15.9744898,15.11564626,30.3,51.03591837,0,0,0,30.3,40.4,0,0,30.3,40.4,853.2720272,155.8402518,403.0370768,0,513.0489474,13.99464098,22.65878778,0,63.64046885,31917.29381,3542.51931,0,4955.76458,0
20220823-0000310,05:35.8,2231.09,793.86,2977.48,30.3,4478.34,88.88,81.81,30.3,4163.22,1270.211486,157.0004054,252.4590541,30.3,162.2551351,17.51121622,12.33837838,30.3,107.1418919,0,1.01,12.12,30.3,40.4,0,0,30.3,40.4,864.0946139,146.3971081,403.3187588,0,697.045925,17.47540128,12.93760453,0,479.3527321,31349.09003,2578.491806,0,4603.089474,0
20220823-0000311,05:36.8,2227.05,924.15,2547.22,30.3,4440.97,137.36,161.6,30.3,490.86,1262.925986,144.0589796,241.335034,30.3,157.9310204,17.69904762,12.86891156,30.3,51.40693878,0,0,0,30.3,40.4,0,0,30.3,40.4,848.8386119,134.5041568,360.4915851,0,685.3290955,19.61007962,17.62812714,0,65.96940626,32080.06238,3588.061899,0,5092.359284,0
20220823-0000312,06:49.8,2223.01,1153.42,1688.72,30.3,486.82,86.86,82.82,30.3,461.57,1259.975,155.0486486,208.292027,30.3,57.93851351,17.83878378,11.75148649,30.3,51.40081081,0,1.01,11.11,30.3,40.4,0,0,30.3,40.4,851.3531985,153.1164296,259.3977896,0,85.37606029,14.73523533,10.21551464,0,66.05053475,31931.19747,2768.229365,0,4700.042327,0
20220823-0000313,06:50.8,2226.04,1550.35,1475.61,30.3,4478.34,120.19,215.13,30.3,435.31,1264.506164,165.5500685,186.6009589,30.3,131.479863,17.675,16.54047945,30.3,45.67136986,0,0,11.11,30.3,40.4,0,0,30.3,40.4,840.6616634,203.0347087,194.894051,0,608.6898398,17.67305057,26.02443678,0,44.74674537,31397.96494,3509.535876,0,4970.96854,0
20220823-0000314,08:03.8,2227.05,1166.55,1893.75,30.3,4185.44,112.11,115.14,30.3,490.86,1242.815168,163.7081208,206.3721477,30.3,96.04489933,15.99731544,13.89597315,30.3,51.00838926,0,2.02,11.11,30.3,40.4,0,0,30.3,40.4,855.8014796,163.1350293,251.4810232,0,476.4884561,15.0652803,17.89829547,0,64.08799655,31963.92753,3553.708237,0,5077.572538,0
20220823-0000315,09:16.8,2225.03,1555.4,2954.25,30.3,4182.41,182.81,195.94,30.3,461.57,1272.428231,165.6056463,212.4710204,30.3,74.44455782,17.34863946,16.35238095,30.3,51.18020408,0,1.01,7.07,30.3,40.4,0,0,30.3,40.4,850.6566832,215.8708444,355.9728943,0,343.5946214,19.75791426,28.89480521,0,64.51932829,31690.72253,3464.434782,0,4990.025975,0
20220823-0000316,10:30.8,2213.90485,842.037,1235.23,30.3,4192.51,116.15,81.81,30.3,480.76,1347.888236,127.3284863,177.7461644,30.3,97.23671233,16.81719178,11.52506849,30.3,51.55150685,0,1.01,11.11,30.3,40.4,0,0,30.3,40.4,835.0102356,113.0229493,150.7464539,0,481.8127743,18.80386245,9.812291932,0,73.21249765,31711.73751,1814.36863,0,4635.10396,1
20220823-0000316,10:30.8,2225.03,801.94,1235.23,30.3,4192.51,116.15,81.81,30.3,480.76,1283.703082,141.4760959,177.7461644,30.3,97.23671233,16.81719178,11.52506849,30.3,51.55150685,0,1.01,11.11,30.3,40.4,0,0,30.3,40.4,843.4446824,125.5810547,150.7464539,0,481.8127743,17.09442041,9.812291932,0,66.55681604,31397.75991,2015.965144,0,4213.730873,0
20220823-0000317,11:43.8,2227.05,1166.55,1981.62,30.3,4629.84,125.24,85.85,30.3,4169.28,1267.311149,158.0240541,215.5735811,30.3,130.5561486,18.56216216,11.87432432,30.3,76.05027027,0,0,11.11,30.3,40.4,0,0,30.3,40.4,849.8159532,164.0876286,280.2582517,0,607.6194413,21.91188135,11.62687243,0,341.8959513,31931.48128,3511.143688,0,4966.406201,0
20220823-0000319,14:12.3,2231.09,866.58,1266.54,30.3,4331.89,139.38,158.57,30.3,4166.25,1275.090411,146.6782877,207.9493151,30.3,157.8090411,18.27684932,13.50356164,30.3,71.58547945,0,1.01,22.22,30.3,40.4,0,0,30.3,40.4,848.9407625,133.0519424,231.4952362,0,682.5691936,21.50913746,19.0769765,0,341.8803471,31706.51994,3545.570688,0,5094.965244,0
