SerialNo,ReceivedDateTime,SpindleSpeed_max,ServoCurrent_X_max,ServoCurrent_Z1_max,ServoCurrent_Z2_max,ServoCurrent_Z3_max,ServoLoad_X_max,ServoLoad_Z1_max,ServoLoad_Z2_max,ServoLoad_Z3_max,SpindleSpeed_mean,ServoCurrent_X_mean,ServoCurrent_Z1_mean,ServoCurrent_Z2_mean,ServoCurrent_Z3_mean,ServoLoad_X_mean,ServoLoad_Z1_mean,ServoLoad_Z2_mean,ServoLoad_Z3_mean,SpindleSpeed_min,ServoCurrent_X_min,ServoCurrent_Z1_min,ServoCurrent_Z2_min,ServoCurrent_Z3_min,ServoLoad_X_min,ServoLoad_Z1_min,ServoLoad_Z2_min,ServoLoad_Z3_min,SpindleSpeed_std,ServoCurrent_X_std,ServoCurrent_Z1_std,ServoCurrent_Z2_std,ServoCurrent_Z3_std,ServoLoad_X_std,ServoLoad_Z1_std,ServoLoad_Z2_std,ServoLoad_Z3_std,SpindleLoad_max,SpindleLoad_mean,SpindleLoad_min,SpindleLoad_std,passorfail
20220825-0000328,17:30.7,2228.06,1345.32,1997.78,30.3,4653.07,122.21,173.72,30.3,4175.34,1274.211849,172.675411,200.630274,30.3,133.4721918,16.74109589,12.26527397,30.3,81.75465753,0,0,6.06,30.3,40.4,0,0,30.3,40.4,840.785547,207.5037329,258.2132328,0,623.5954819,17.07152165,16.73091233,0,346.9443597,31398.72244,3408.587014,0,4920.28608,0
20220825-0000329,18:43.7,2224.02,1517.02,2246.24,30.3,4653.07,128.27,139.38,30.3,438.34,1270.130342,161.1434247,204.6426027,30.3,163.0942466,16.36753425,14.16075342,30.3,48.43849315,0,0,6.06,30.3,40.4,0,0,30.3,40.4,854.0112724,194.790286,260.1036675,0,731.065837,17.04245958,19.48335016,0,55.46405305,32045.99003,3399.531731,0,4894.267693,0
20220825-0000330,19:56.7,2228.06,899.91,2951.22,30.3,4615.7,148.47,99.99,30.3,488.84,1257.463649,136.5069595,221.7359459,30.3,135.6675676,17.79783784,10.97351351,30.3,56.70331081,0,1.01,11.11,30.3,40.4,0,0,30.3,40.4,850.7805792,113.1881143,347.8562083,0,605.0918891,22.58264154,10.99801846,0,79.47291994,31857.18366,3284.040946,0,4732.749134,0
20220825-0000334,28:53.7,2214.9098,1286.3865,2377.54,30.3,4143.02,130.29,83.83,30.3,4167.26,999.8200203,133.8675533,147.5010152,30.3,65.72177665,17.20076142,9.633451777,30.3,69.5413198,0,1.01,0,30.3,40.4,0,0,30.3,40.4,915.1108803,118.2442195,244.2751341,0,294.5736298,16.45420886,14.45754939,0,328.0226538,31601.34331,3234.339212,0,5603.862038,1
20220825-0000334,28:53.7,2226.04,1225.13,2377.54,30.3,4143.02,130.29,83.83,30.3,4167.26,952.2095431,148.7417259,147.5010152,30.3,65.72177665,17.20076142,9.633451777,30.3,69.5413198,0,1.01,0,30.3,40.4,0,0,30.3,40.4,924.3544245,131.3824661,244.2751341,0,294.5736298,14.95837169,14.45754939,0,298.2024125,31288.45872,3593.710235,0,5094.420035,0
20220825-0000335,30:56.7,2224.02,1151.4,3054.24,30.3,4655.09,183.82,162.61,30.3,479.75,1258.27449,144.9521769,244.447483,30.3,86.4477551,19.84959184,12.11312925,30.3,53.80482993,0,1.01,14.14,30.3,40.4,0,0,30.3,40.4,847.846584,154.925945,398.4290891,0,386.1089106,26.02659989,15.49887944,0,71.57707606,31383.05128,3239.45287,0,4810.505712,0
20220825-0000336,32:10.7,2226.04,1151.4,2272.5,30.3,4655.09,178.77,101,30.3,456.52,1282.361027,154.7790411,190.7516438,30.3,160.2856164,17.19767123,12.45205479,30.3,48.7290411,0,1.01,14.14,30.3,40.4,0,1.01,30.3,40.4,852.1952604,175.2400794,238.9550942,0,698.8816302,19.42526383,12.91380597,0,57.04223092,31841.21253,3154.046585,0,4886.881764,0
20220825-0000337,33:23.7,2223.01,907.99,2356.33,30.3,4292.5,119.18,83.83,30.3,452.48,1263.2575,145.0646622,215.2118919,30.3,133.804527,16.58310811,12.27013514,30.3,51.11418919,0,0,16.16,30.3,40.4,0,1.01,30.3,40.4,846.4015803,143.1289486,322.0558284,0,592.2217364,16.84329542,11.38165136,0,63.95066358,31599.25491,3581.644367,0,4981.384363,0
20220825-0000338,34:37.7,2223.01,1017.07,1348.35,30.3,4657.11,119.18,221.19,30.3,4178.37,1267.017703,154.9531081,200.4508784,30.3,71.66222973,17.21777027,14.84290541,30.3,71.14358108,0,0,17.17,30.3,40.4,0,1.01,30.3,40.4,849.602464,154.8730949,223.6693155,0,378.2170746,17.8205233,23.64872937,0,340.4499931,31943.91741,3238.925441,0,4891.469745,0
20220825-0000340,37:04.7,2225.03,750.43,2601.76,30.3,4554.09,129.28,206.04,30.3,41.41,1269.535411,139.6705479,214.7080137,30.3,135.1532192,18.55356164,15.83486301,30.3,40.41383562,0,1.01,18.18,30.3,40.4,0,0,30.3,40.4,848.2449795,120.8785725,327.1878738,0,614.4152568,20.64098241,25.34285691,0,0.117404532,31690.02866,3649.505567,0,5092.329133,0
20220825-0000342,38:18.7,2225.03,902.94,911.02,30.3,4554.09,124.23,203.01,30.3,434.3,1264.153356,143.5860274,159.4070548,30.3,137.4360959,19.34910959,13.46205479,30.3,53.45390411,0,0,11.11,30.3,40.4,0,0,30.3,40.4,847.9549503,128.7294724,99.71452377,0,608.2550937,22.29910804,20.44476207,0,69.33441614,31931.56006,3574.351117,0,4867.029965,0
20220825-0000344,40:44.7,2223.01,1265.53,2554.29,30.3,465.61,186.85,158.57,30.3,4173.32,1253.116554,147.8285135,232.0543243,30.3,51.76932432,16.95162162,13.89432432,30.3,79.55797297,0,0,3.03,30.3,40.4,0,0,30.3,40.4,845.0959756,178.0167126,378.3149839,0,68.22166511,20.07201648,21.30803973,0,344.353367,31805.78375,2069.248641,0,4203.292603,0
20220825-0000345,41:58.7,2226.04,966.57,2198.77,30.3,4652.06,107.06,198.97,30.3,4173.32,1278.421149,141.2225676,189.1293243,30.3,170.9015541,17.59310811,14.73371622,30.3,99.16425676,0,1.01,3.03,30.3,40.4,0,0,30.3,40.4,848.3481932,127.9268262,228.0291405,0,716.4581709,17.88535392,24.30668497,0,477.0093844,31170.52506,3516.745814,0,4921.750363,0
20220825-0000346,43:12.7,2232.1,1210.99,1216.04,30.3,4305.63,161.6,84.84,30.3,4151.1,1279.967466,162.2641096,185.8123288,30.3,132.2684932,17.26684932,13.32369863,30.3,79.56863014,0,1.01,6.06,30.3,40.4,0,0,30.3,40.4,842.8899273,172.2089201,182.7530497,0,595.3889989,19.6419396,14.96429391,0,344.4076095,31429.24262,3581.682321,0,5033.191098,0
20220825-0000347,44:25.7,2232.1,955.46,1824.06,30.3,4190.49,161.6,91.91,30.3,433.29,1279.429524,143.1726531,207.4485034,30.3,68.65251701,16.9570068,12.51163265,30.3,45.67673469,0,1.01,11.11,30.3,40.4,0,1.01,30.3,40.4,847.0807237,133.4557095,251.6506668,0,341.1414079,19.38723315,13.9580996,0,44.41717444,31254.45,3629.420915,0,5092.594124,0
20220825-0000348,45:39.7,2225.03,1004.95,1221.09,30.3,4259.17,142.41,84.84,30.3,469.65,1264.265782,140.1014286,184.0261224,30.3,83.54142857,17.78836735,11.74897959,30.3,51.22829932,0,1.01,19.19,30.3,40.4,0,0,30.3,40.4,845.9082749,136.9743569,171.6241236,0,354.0649591,19.42021647,11.07207973,0,64.7866512,31501.71012,3526.88816,0,4909.132289,0
20220825-0000349,46:52.7,2225.03,1554.39,2580.55,30.3,4185.44,142.41,84.84,30.3,4141,1277.49089,164.5331507,228.8065068,30.3,128.5190411,18.80260274,12.3759589,30.3,71.28109589,0,2.02,15.15,30.3,40.4,0,1.01,30.3,40.4,848.5894476,201.9589902,356.2301479,0,588.2078073,20.70933616,12.74103838,0,339.6588164,31856.06256,3594.900498,0,5116.444258,0
20220825-0000350,48:05.7,2224.02,1528.13,2526.01,30.3,4307.65,119.18,103.02,30.3,417.13,1257.752313,148.4219048,206.8370068,30.3,134.439932,16.36612245,14.27054422,30.3,45.50496599,0,1.01,21.21,30.3,40.4,0,0,30.3,40.4,848.4548055,189.2494962,298.4812951,0,593.6758246,16.73539885,19.03210843,0,43.46957639,32044.79116,3551.794811,0,4990.52644,0
20220825-0000351,49:19.7,2226.04,573.68,1167.56,30.3,4187.46,80.8,98.98,30.3,435.31,1268.300676,146.4090541,170.1167568,30.3,152.3598649,16.50121622,14.63135135,30.3,61.55540541,0,2.02,18.18,30.3,40.4,0,1.01,30.3,40.4,854.836243,114.3268315,141.9060893,0,671.5688414,15.03745816,19.50899998,0,88.51894106,31397.06503,3597.847563,0,5072.370486,0
20220825-0000352,50:32.7,2227.05,925.16,1198.87,30.3,4141,66.66,203.01,30.3,4181.4,1266.752993,134.2612925,177.9867347,30.3,76.79435374,15.42482993,16.05006803,30.3,104.3872789,0,1.01,16.16,30.3,40.4,0,1.01,30.3,40.4,854.5650473,126.6383631,167.7546404,0,341.4578803,12.00350322,29.63609998,0,481.5496428,31689.41256,3597.268129,0,5140.216216,0
20220825-0000353,51:46.2,2223.01,1431.17,2276.54,30.3,4341.99,108.07,135.34,30.3,481.77,1276.200272,141.8259864,192.7863265,30.3,131.9114966,18.04945578,14.47666667,30.3,49.0777551,0,2.02,13.13,30.3,40.4,0,0,30.3,40.4,856.3770842,158.0166092,246.045796,0,595.9206555,19.66307202,20.96110883,0,60.21259926,32029.43512,3529.529375,0,4896.10771,0
20220825-0000354,52:59.7,2214.9098,1641.654,1240.28,30.3,4215.74,122.21,197.96,30.3,4174.33,1344.372606,134.7872671,183.280411,30.3,131.6528082,16.80335616,16.53356164,30.3,73.90294521,0,1.01,17.17,30.3,40.4,0,1.01,30.3,40.4,833.3616901,154.6805992,175.3869446,0,590.5266197,19.19994819,27.74956453,0,377.7090682,32174.5273,3387.955762,0,5788.963236,1
20220825-0000354,52:59.7,2226.04,1563.48,1240.28,30.3,4215.74,122.21,197.96,30.3,4174.33,1280.354863,149.7636301,183.280411,30.3,131.6528082,16.80335616,16.53356164,30.3,73.90294521,0,1.01,17.17,30.3,40.4,0,1.01,30.3,40.4,841.779485,171.8673324,175.3869446,0,590.5266197,17.45449836,27.74956453,0,343.3718802,31855.96762,3764.395291,0,5262.693851,0
20220825-0000356,54:13.7,2227.05,1111,2835.07,30.3,4675.29,142.41,133.32,30.3,4162.21,1265.193333,141.3244218,211.1037415,30.3,136.3362585,17.23183673,13.78959184,30.3,76.65006803,0,0,4.04,30.3,40.4,0,0,30.3,40.4,848.54042,131.830817,298.6235327,0,625.9819713,20.48113259,17.17167028,0,342.9129361,31342.49372,3583.1097,0,4960.088724,0
20220825-0000357,55:26.7,2227.05,742.35,1169.58,30.3,4675.29,146.45,173.72,30.3,4176.35,1281.240342,144.7828082,167.3832877,30.3,132.7112329,16.87945205,14.97013699,30.3,76.98828767,0,1.01,16.16,30.3,40.4,0,0,30.3,40.4,843.7522761,121.3891809,120.7441867,0,617.7894899,20.45255709,22.12449476,0,345.2230729,31625.94012,3635.480879,0,5167.044872,0
20220825-0000358,56:39.7,2231.09,1412.99,2881.53,30.3,4272.3,133.32,197.96,30.3,4180.39,1275.801769,147.4806122,239.1982313,30.3,131.5954422,16.90891156,14.27054422,30.3,132.5367347,0,1.01,19.19,30.3,40.4,0,0,30.3,40.4,853.0162477,152.6279069,390.016499,0,592.771204,17.77593027,22.00044993,0,585.801727,31289.05866,3604.244199,0,5079.237172,0
20220825-0000359,57:53.7,2226.04,1433.19,3135.04,30.3,4217.76,108.07,117.16,30.3,4180.39,1268.74551,153.52,221.6915646,30.3,102.8894558,16.51040816,12.69027211,30.3,76.40272109,0,1.01,17.17,30.3,40.4,0,0,30.3,40.4,847.7088387,199.5300741,346.8398727,0,484.203054,15.68728497,14.79029074,0,343.9652693,31501.77375,3533.876821,0,4952.178572,0
20220825-0000362,08:10.7,2224.02,1015.05,1908.9,30.3,4293.51,106.05,132.31,30.3,4162.21,1266.292653,152.9840816,205.2704762,30.3,131.7740816,16.55163265,13.40482993,30.3,76.43020408,0,0,3.03,30.3,40.4,0,0,30.3,40.4,847.1403386,145.1994356,250.0624345,0,593.0450825,15.80678136,16.86176418,0,342.653734,31601.06988,2118.368587,0,4190.590725,0
20220825-0000362,08:10.7,2224.02,994.749,1908.9,30.3,4293.51,106.05,132.31,30.3,4162.21,1240.9668,148.3945592,205.2704762,30.3,131.7740816,16.55163265,13.40482993,30.3,76.43020408,0,0,3.03,30.3,40.4,0,0,30.3,40.4,855.611742,140.8434525,250.0624345,0,593.0450825,16.59712043,16.86176418,0,359.7864207,33181.12337,2054.817529,0,4400.120261,1
20220825-0000363,09:24.7,2226.04,1516.01,1908.9,30.3,4341.99,133.32,176.75,30.3,485.81,1261.21517,154.7910884,208.1768027,30.3,134.7422449,15.50040816,14.60721088,30.3,48.54870748,0,0,7.07,30.3,40.4,0,0,30.3,40.4,847.5321845,170.3990222,260.2027405,0,596.2401967,15.28348327,23.56262716,0,56.65070912,31856.53625,3568.931945,0,4918.511246,0
20220825-0000364,10:37.7,2231.09,1212,1471.57,30.3,4654.08,186.85,129.28,30.3,4178.37,1333.021086,158.0217143,205.6244571,30.3,186.7057143,18.41085714,14.2208,30.3,75.39794286,0,0,7.07,30.3,40.4,0,0,30.3,40.4,809.4713219,160.0544046,218.2980472,0,777.0715081,23.04950518,17.76109234,0,318.0314802,31997.06866,3655.706629,0,5111.315537,0
20220825-0000365,11:50.7,2224.02,643.37,2076.56,30.3,4400.57,150.49,173.72,30.3,4171.3,1217.873538,141.1047692,176.9986154,30.3,130.7613333,16.46558974,14.68902564,30.3,107.7903077,0,0,8.08,30.3,40.4,0,0,30.3,40.4,874.047873,118.7078306,211.7667754,0,609.28824,16.26914653,24.48310323,0,509.0480057,31987.77262,3577.88386,0,4971.823542,0
20220825-0000366,17:28.1,2226.04,1103.93,2179.58,30.3,4189.48,86.86,207.05,30.3,459.55,1270.071565,152.0359184,233.0420408,30.3,130.7572109,17.24557823,16.02945578,30.3,48.68612245,0,0,16.16,30.3,40.4,0,1.01,30.3,40.4,847.8057976,161.1427924,353.510719,0,587.5029983,14.68905982,26.81592385,0,57.46286348,31501.61619,3601.981497,0,5047.040485,0
20220825-0000368,17:29.6,2224.02,1303.91,1260.48,30.3,4246.04,101,83.83,30.3,480.76,1130.942909,148.4393939,155.2400606,30.3,99.1330303,17.01084848,10.22854545,30.3,49.91848485,0,1.01,7.07,30.3,40.4,0,0,30.3,40.4,886.9660841,150.0124872,192.8892489,0,462.8093786,13.7787039,10.8341548,0,60.46719773,31598.82869,3540.063521,0,4937.10079,0
20220825-0000370,22:02.3,2226.04,1419.05,2208.87,30.3,4410.67,139.38,200.99,30.3,4149.08,622.166711,152.3187375,116.1164452,30.3,98.01697674,17.60956811,6.502923588,30.3,59.43564784,0,0,0,30.3,40.4,0,0,30.3,40.4,870.2269491,107.8026618,270.2697731,0,485.3085366,11.59405192,17.31516614,0,240.6406177,32042.54997,3593.405347,0,4919.877047,0
20220825-0000372,23:09.7,2231.09,1137.26,1407.94,30.3,4314.72,107.06,131.3,30.3,479.75,1245.0472,153.2641333,172.8581333,30.3,152.5302,16.968,12.51053333,30.3,53.70506667,0,1.01,4.04,30.3,40.4,0,1.01,30.3,40.4,859.0338975,157.1342308,158.1359118,0,677.2113771,17.2573112,15.13217947,0,71.75544204,31598.95494,3617.072744,0,4984.290424,0
20220825-0000373,24:22.7,2228.06,1553.38,2976.47,30.3,4296.54,167.66,158.57,30.3,4166.25,1046.879266,156.6470056,193.6746328,30.3,115.8019209,17.3240678,11.66920904,30.3,68.37186441,0,0,19.19,30.3,40.4,0,1.01,30.3,40.4,907.792497,169.6712307,362.3968443,0,540.1882874,18.40547286,18.07667929,0,311.9001973,31862.39122,3588.99759,0,4937.262697,0
20220825-0000374,25:40.7,2223.01,1546.31,1911.93,30.3,4306.64,122.21,157.56,30.3,483.79,952.4455385,147.7966667,154.53,30.3,109.3337949,16.98353846,11.04784615,30.3,48.65610256,0,0,17.17,30.3,40.4,0,0,30.3,40.4,916.7535771,154.6586376,236.5566138,0,518.5124028,13.98373523,18.75083249,0,57.16126775,31957.14134,3561.381582,0,4941.769824,0
20220825-0000375,27:19.7,2226.04,1546.31,2954.25,30.3,4648.02,152.51,157.56,30.3,483.79,1098.288343,147.4659763,197.2846746,30.3,119.9509467,17.35526627,11.2056213,30.3,47.5835503,0,2.02,17.17,30.3,40.4,0,1.01,30.3,40.4,892.9217082,155.2344456,351.8524943,0,574.3650632,18.64678828,16.45978497,0,53.52852401,31479.50628,3492.103168,0,4830.116585,0
20220825-0000376,28:55.7,2225.03,1521.06,2954.25,30.3,4189.48,183.82,210.08,30.3,434.3,1210.136387,160.0035484,213.1360645,30.3,75.13096774,20.36941935,13.99664516,30.3,50.33709677,0,0,12.12,30.3,40.4,0,0,30.3,40.4,869.1611673,182.1577329,346.3552565,0,336.351783,27.09839556,22.67236648,0,60.70177141,31399.30622,3579.049436,0,4972.23791,0
20220825-0000377,30:08.7,2215.91475,1056.258,1478.64,30.3,4279.37,183.82,80.8,30.3,4169.28,1275.719523,126.439539,190.5292857,30.3,151.6377273,18.13409091,11.11655844,30.3,98.94720779,0,1.01,8.08,30.3,40.4,0,0,30.3,40.4,859.6360253,118.632759,210.5028519,0,665.0352621,24.7407773,10.32584191,0,514.2880201,31922.41978,3245.864798,0,5568.010099,1
20220825-0000377,30:08.7,2227.05,1005.96,1478.64,30.3,4279.37,183.82,80.8,30.3,4169.28,1214.970974,140.4883766,190.5292857,30.3,151.6377273,18.13409091,11.11655844,30.3,98.94720779,0,1.01,8.08,30.3,40.4,0,0,30.3,40.4,868.3192175,131.8141767,210.5028519,0,665.0352621,22.49161573,10.32584191,0,467.5345638,31606.35622,3606.516442,0,5061.827362,0
20220825-0000378,31:29.7,2232.1,1005.96,1478.64,30.3,4637.92,116.15,149.48,30.3,4168.27,1261.012297,154.9053378,195.2848649,30.3,159.8597973,17.68864865,13.29378378,30.3,84.01425676,0,1.01,8.08,30.3,40.4,0,0,30.3,40.4,849.5482112,149.7836913,197.2071428,0,701.0071165,17.28780364,16.600096,0,345.4676383,31499.40631,3583.169339,0,4987.888257,0
20220825-0000379,32:43.7,2232.1,863.55,2548.23,30.3,4592.47,112.11,220.18,30.3,461.57,1284.692329,142.9910959,209.3536301,30.3,130.3591781,17.57123288,13.00547945,30.3,43.28472603,0,0,14.14,30.3,40.4,0,0,30.3,40.4,840.8805577,129.6998593,288.0501906,0,621.1011216,17.63791724,19.81286751,0,34.73830899,31888.41488,3543.314256,0,4965.58641,0
20220825-0000380,33:56.7,2224.02,1582.67,3157.26,30.3,4368.25,97.97,137.36,30.3,491.87,1257.108784,145.672027,217.3206081,30.3,134.2071622,17.01986486,14.99986486,30.3,53.80297297,0,0,10.1,30.3,40.4,0,0,30.3,40.4,845.2766958,176.0045411,369.9186033,0,594.8608116,16.81928658,20.15972831,0,71.58214611,31774.91512,3580.860412,0,4933.693823,0
20220825-0000382,36:23.7,2227.05,578.73,273.71,30.3,4401.58,131.3,84.84,30.3,40.4,1260.070541,140.0760811,155.0486486,30.3,99.36216216,16.55581081,13.635,30.3,40.4,0,0,6.06,30.3,40.4,0,0,30.3,40.4,849.3498719,115.3189706,75.45204665,0,503.5825482,17.51328345,15.36755719,0,0,31598.97009,3624.912456,0,5055.936222,0
20220825-0000383,37:36.7,2224.02,1131.2,2935.06,30.3,4513.69,138.37,204.02,30.3,40.4,1279.393288,140.6252055,277.3349315,30.3,113.2721918,17.37753425,14.80410959,30.3,40.4,0,1.01,18.18,30.3,40.4,0,0,30.3,40.4,846.0843126,149.1510299,420.8585843,0,523.2293842,19.57141926,25.20620135,0,0,31398.13866,3582.865534,0,4939.58373,0
20220825-0000384,37:37.7,2223.01,1131.2,1279.67,30.3,4513.69,86.86,204.02,30.3,438.34,1259.865811,171.7955405,200.4986486,30.3,157.1232432,17.26554054,16.6377027,30.3,61.51445946,0,3.03,15.15,30.3,40.4,0,0,30.3,40.4,856.5718377,178.9195413,224.6243623,0,700.5407558,17.10898194,28.00544523,0,88.35680056,32001.77122,3608.787867,0,5005.381407,0
20220825-0000386,40:03.7,2233.11,868.6,2500.76,30.3,4585.4,185.84,131.3,30.3,434.3,1143.543067,154.6787117,227.3739264,30.3,144.6220859,17.77104294,12.98128834,30.3,50.00429448,0,0,9.09,30.3,40.4,0,1.01,30.3,40.4,889.1258194,128.6171245,366.1201669,0,657.558693,18.60395575,20.08064833,0,60.24903745,31169.83119,3597.731096,0,4988.422744,0
20220825-0000387,41:25.2,2224.02,646.4,2365.42,30.3,4673.27,67.67,163.62,30.3,4174.33,1275.097329,139.1655479,185.8192466,30.3,78.04671233,15.46130137,12.78410959,30.3,73.90294521,0,2.02,7.07,30.3,40.4,0,0,30.3,40.4,849.8573465,116.0657074,227.499418,0,384.8620802,12.83488043,16.36245608,0,343.36386,31506.65003,3576.82508,0,4987.51209,0
20220825-0000388,42:38.2,2230.08,769.62,2542.17,30.3,4637.92,153.52,175.74,30.3,4167.26,1276.285135,154.2024324,226.3628378,30.3,170.8128378,18.30283784,17.21094595,30.3,111.7824324,0,1.01,2.02,30.3,40.4,0,0,30.3,40.4,853.8326458,136.7796122,340.7277923,0,713.7349434,21.02911974,26.15741963,0,480.7401546,31774.80503,3552.331519,0,4860.77966,0
20220825-0000389,42:39.2,2226.04,1417.03,2563.38,30.3,4637.92,183.82,157.56,30.3,4167.26,1219.690523,148.6218301,191.0880392,30.3,124.9429412,17.98856209,12.78013072,30.3,72.89163399,0,1.01,1.01,30.3,40.4,0,0,30.3,40.4,860.8198852,153.1689169,246.5417629,0,597.6350169,23.2299641,16.76833343,0,335.4914415,31598.46509,3687.935508,0,5151.152108,0
20220825-0000390,43:52.8,2226.04,688.82,2563.38,30.3,4665.19,184.83,155.54,30.3,4162.21,1164.877188,138.963375,200.05575,30.3,157.774625,17.7444375,14.1715625,30.3,73.8120625,0,1.01,7.07,30.3,40.4,0,0,30.3,40.4,882.6346468,114.6352464,299.5992481,0,700.6881856,21.00051563,23.31520588,0,328.8904231,32042.36009,3553.344863,0,4892.752159,0
20220825-0000391,45:11.2,2226.04,452.48,2155.34,30.3,473.69,60.6,153.52,30.3,437.33,1117.558916,138.8324096,215.8966265,30.3,55.6960241,15.01614458,14.2373494,30.3,45.18228916,0,0,6.06,30.3,40.4,0,0,30.3,40.4,891.6507212,99.52640619,343.2210087,0,79.00100814,11.49965413,24.20815004,0,43.30602404,31359.60009,573.2120313,0,2365.068321,0
20220825-0000392,46:33.2,2233.11,806.687,1941.22,30.3,4395.52,181.8,177.76,30.3,469.65,1255.547741,151.0080055,199.8070548,30.3,131.6043836,17.91712329,13.66958904,30.3,53.93815068,0,2.02,11.11,30.3,40.4,0,0,30.3,40.4,854.6484232,154.4609502,246.5738317,0,608.7440445,23.15575993,20.09381031,0,75.57911347,33590.873,3441.664278,0,5175.27261,1
20220825-0000392,46:33.2,2233.11,823.15,1941.22,30.3,4395.52,181.8,177.76,30.3,469.65,1281.171164,155.6783562,199.8070548,30.3,131.6043836,17.91712329,13.66958904,30.3,53.93815068,0,2.02,11.11,30.3,40.4,0,0,30.3,40.4,846.1865577,159.238093,246.5738317,0,608.7440445,22.0531047,20.09381031,0,71.98010807,31991.30762,3548.107503,0,4928.831057,0
20220825-0000393,47:46.2,2225.03,1408.95,2959.3,30.3,4649.03,121.2,122.21,30.3,490.86,1230.661589,156.3627152,216.6282781,30.3,136.5038411,18.61476821,13.82562914,30.3,48.87463576,0,1.01,3.03,30.3,40.4,0,0,30.3,40.4,862.597548,172.8492148,318.5764517,0,636.9335719,18.61434953,18.49260538,0,59.71699812,31774.94744,3552.297524,0,4898.861735,0
20220825-0000394,49:01.7,2224.02,680.74,2545.2,30.3,4644.99,184.83,153.52,30.3,436.32,1150.191718,139.4357669,174.9964417,30.3,150.6511043,17.70907975,13.57613497,30.3,47.67447853,0,2.02,1.01,30.3,40.4,0,0,30.3,40.4,882.6425979,98.86758021,242.3194541,0,678.978965,18.98018983,20.14688555,0,53.12763917,31572.06369,3648.030011,0,5156.857306,0
20220825-0000395,50:23.2,2227.05,1260.48,2933.04,30.3,4191.5,92.92,90.9,30.3,474.7,1276.695342,159.7529452,225.8941096,30.3,131.6113014,17.34294521,14.29219178,30.3,48.67369863,0,1.01,11.11,30.3,40.4,0,0,30.3,40.4,842.3233299,174.9128866,373.151852,0,589.8691183,17.70548559,16.62929274,0,57.1752989,31502.78375,3554.959705,0,4960.655371,0
20220825-0000397,51:37.2,2227.05,1126.15,1221.09,30.3,4266.24,118.17,116.15,30.3,434.3,1262.087755,161.9504082,189.4883673,30.3,77.86619048,18.20748299,13.80333333,30.3,45.65612245,0,0,13.13,30.3,40.4,0,1.01,30.3,40.4,848.9454181,180.1809758,177.8725073,0,351.8059991,20.09379329,17.54022153,0,44.76507691,31585.58759,3628.660419,0,5047.749838,0
20220825-0000399,54:09.2,2225.03,1301.89,2939.1,30.3,502.98,142.41,181.8,30.3,434.3,1142.303804,145.421411,174.2404908,30.3,50.87177914,18.09944785,12.41122699,30.3,49.94233129,0,0,20.2,30.3,40.4,0,1.01,30.3,40.4,890.9585522,144.1246335,258.7179205,0,65.90160481,18.82272871,20.69560035,0,60.17621829,31997.32116,3231.852951,0,4910.375169,0
20220825-0000401,55:31.7,2227.05,1068.58,3073.43,30.3,4643.98,184.83,140.39,30.3,474.7,1276.626164,152.9665753,222.0685616,30.3,136.204726,16.59582192,14.19534247,30.3,49.02650685,0,0,15.15,30.3,40.4,0,0,30.3,40.4,843.9772912,163.4062592,351.3472328,0,622.8660647,20.06495228,18.79624209,0,58.79933632,31990.10875,1299.400956,0,3483.030492,0
20220825-0000402,56:44.7,2224.02,1068.58,2505.81,30.3,4634.89,125.24,207.05,30.3,467.63,1217.209474,150.49,189.8733553,30.3,183.6472368,17.60855263,15.09684211,30.3,51.24421053,0,2.02,7.07,30.3,40.4,0,0,30.3,40.4,867.0568456,146.9631869,253.6481248,0,762.4240712,18.17459391,24.91311261,0,65.60098538,32018.56247,2733.789209,0,4598.241499,0
20220825-0000403,57:57.7,2225.03,893.85,2505.81,30.3,4185.44,167.66,145.44,30.3,436.32,1145.27142,137.2789506,211.1648148,30.3,73.71753086,15.94802469,14.63876543,30.3,47.55104938,0,0,7.07,30.3,40.4,0,0,30.3,40.4,889.1085164,109.4887173,314.1859962,0,328.8839217,16.02387658,21.29481368,0,51.66607509,31855.98378,3607.328993,0,4970.085494,0
20220825-0000404,59:17.7,2230.08,1575.6,2989.6,30.3,4648.02,167.66,83.83,30.3,4170.29,1208.819156,153.4544156,227.8074675,30.3,156.5631169,19.21623377,12.48071429,30.3,125.6269481,0,2.02,11.11,30.3,40.4,0,0,30.3,40.4,875.0843165,173.8840618,370.2496188,0,679.2091199,24.93768526,14.44449492,0,570.3564012,31999.30884,3391.302283,0,4859.375084,0
20220825-0000406,00:39.7,2223.01,1102.92,2989.6,30.3,4323.81,153.52,169.68,30.3,460.56,1273.979172,149.0481379,197.5908276,30.3,75.93110345,16.90531034,13.99372414,30.3,43.29765517,0,2.02,7.07,30.3,40.4,0,0,30.3,40.4,839.4319417,144.2825498,280.682639,0,357.4777851,20.276163,20.21533375,0,34.77309825,31958.08872,2781.497646,0,4714.335911,0
20220825-0000408,01:52.7,2229.07,1324.11,2378.55,30.3,4323.81,181.8,107.06,30.3,480.76,1196.908645,146.502129,182.0736774,30.3,79.06670968,18.16045161,12.45883871,30.3,55.9996129,0,2.02,5.05,30.3,40.4,0,0,30.3,40.4,872.7077738,140.0025505,255.0284246,0,348.7175333,21.95881295,15.18217948,0,77.83114729,31500.41631,3181.878566,0,4840.812293,0
